Company_Phone_Number,Count
7712234769,8
8662958602,8
7324019422,8
5614246154,7
5138600470,7
4052676477,7
5086914649,7
2402205795,7
5086914727,7
2762538035,7
4108816868,7
5133950262,7
3025948200,7
3016355848,7
2402187941,7
7712135353,7
2165816556,7
7712096986,7
4587579644,7
4013469543,7
6313439164,7
2763089493,7
4048910205,7
7323289859,7
7712234766,7
2252434224,7
8556346549,7
2623189646,7
4587579935,7
4806081643,7
2136582825,7
8554596924,7
3138243035,7
2027689533,7
4123619424,7
2233129486,7
2092083033,7
5855644710,7
7712135664,7
8006548818,7
8009552292,7
2257718225,7
6099000026,7
3039006159,7
4692622522,7
7192270142,7
3013019723,7
8003182596,7
4255418943,7
4072357441,7
7692150037,7
4052594722,7
4702290706,7
4043017537,7
2028732778,7
2562941471,7
6519468915,7
9803008637,7
8666290690,7
5015012363,7
2192086161,7
9493643570,7
4704929902,7
8155544185,7
2029907799,7
2312774712,7
3462614231,7
5405085699,7
6014272205,7
2762268909,7
4252985811,7
9432252087,7
4085826980,7
8442606540,7
2098795672,7
6084567573,7
4028364486,7
5618949366,7
2763083973,7
2623189903,7
8779419713,7
2254483569,7
8006890615,7
8776421554,7
4076032820,7
2312519155,7
3603221271,7
4072357396,7
8474496585,7
8778272660,7
2025715918,7
8442568099,7
2252099027,7
2029957537,7
5185131737,7
3168213856,7
7712135652,7
2762185876,7
9703642719,7
8437021994,7
9142288818,7
7372081199,7
8338620724,7
9296246461,7
4452867352,7
6015261818,7
2254902888,7
2106401344,7
5042912239,7
2312925787,7
8603398175,7
8102555562,7
7577804610,7
9497045305,7
4845772158,7
2312511714,7
2402187935,7
6514326362,7
8557956337,7
7047046412,7
4704928554,7
2609941513,7
5185131736,7
8182306107,7
4342056876,7
8882507027,7
7144522673,7
3159188368,7
6672218381,7
2256751601,7
8444432569,7
2763058188,7
8332581068,7
9785472104,7
6892041024,7
8668378229,7
8578106092,7
8332891205,7
8154549249,7
2312511457,7
8442792534,7
6024281626,7
4805733945,7
2126922833,7
4706074558,7
4437146926,7
3127483506,7
2678297250,7
5162404152,7
2253636713,7
8333952298,7
8003472683,7
4805503294,7
2762185922,7
8475178415,7
4102087911,7
9412223994,7
5172084690,7
2252236744,7
9802171165,7
7712097335,6
9094155556,6
4752154895,6
3024020497,6
2394016849,6
8779419357,6
9802947837,6
2623189834,6
7712135712,6
6692934754,6
5752322236,6
8472006276,6
5154354385,6
8555050786,6
5312476423,6
9206914491,6
2487919312,6
7542586319,6
8662023044,6
4402029249,6
8664450779,6
9092942409,6
7324669732,6
8008520411,6
3853816459,6
7192595247,6
2392997828,6
4243008869,6
3029569472,6
4079176468,6
4808425023,6
8887999930,6
2675259887,6
9103707042,6
6095649320,6
9137179087,6
9498506070,6
4104491527,6
8882792426,6
6783296584,6
9302279541,6
7144522519,6
7042283473,6
7377074616,6
2342535870,6
2028861255,6
4587579957,6
5047320444,6
3197341828,6
7712206563,6
8884022305,6
2252437768,6
2394677647,6
8508485260,6
8008327675,6
8448637350,6
7712234837,6
5072601285,6
2408409822,6
4124304594,6
7163145040,6
5409099861,6
8313095302,6
5853763545,6
3016733518,6
8773161403,6
8009851174,6
7144522657,6
8002397054,6
6622553743,6
8666593519,6
5138457767,6
4432522258,6
8474078039,6
5039179171,6
7084332354,6
7144522797,6
8446877797,6
7048286253,6
7042708347,6
8777686619,6
3052662929,6
2812095670,6
2027948904,6
7712135667,6
4129412186,6
3148875032,6
6314035953,6
5625455562,6
5172084684,6
2027690589,6
4083205390,6
7712404937,6
2192826558,6
7604915089,6
6505403180,6
3019695138,6
8889854323,6
8005077563,6
8472006564,6
5172253218,6
7712132742,6
8702592760,6
4243008870,6
7193475416,6
2394740679,6
2254812483,6
8477323437,6
8064523204,6
8172735501,6
7712027991,6
7062090569,6
5092037781,6
2077097638,6
2565968259,6
4342185687,6
9132438028,6
8888108833,6
2763234790,6
2534009378,6
5172084730,6
2293546783,6
9319674547,6
9403865201,6
9095895508,6
5205251212,6
9296105473,6
2028131600,6
2623189842,6
2399777408,6
2394740812,6
7373503040,6
4702023074,6
3016733058,6
2252091388,6
6507195135,6
8158719501,6
8474495722,6
7088597305,6
9735786451,6
2156497809,6
8604704381,6
2254518144,6
4843630123,6
2393738925,6
8184748910,6
4252432086,6
3163333166,6
9363553661,6
2233299446,6
4587579638,6
2233129483,6
8662930076,6
8472006754,6
8885957559,6
2253136701,6
8338062071,6
6513625530,6
8555777182,6
7323336089,6
3465005494,6
7636565862,6
3155627307,6
2094425431,6
8339044071,6
7473182574,6
8163425707,6
5172084722,6
8889109136,6
6092363041,6
2402205171,6
2762566258,6
2027690626,6
2192826694,6
7026024302,6
2192826809,6
6466030646,6
7144522827,6
6783944359,6
3376623636,6
9498182387,6
4704926431,6
3522925745,6
6083944714,6
8633564247,6
2028300030,6
5186675816,6
2252095822,6
7852780022,6
7814979842,6
9513145434,6
8003008919,6
2072316248,6
2093936194,6
2342362893,6
8554867909,6
4238222465,6
8884640727,6
2402205344,6
6083944719,6
8443262899,6
4079466251,6
6463470685,6
5303931568,6
8009015731,6
2254482486,6
7869021045,6
7195009458,6
2136582922,6
2534980316,6
7269998818,6
6309127347,6
7083321244,6
6094460311,6
4437146928,6
6233049818,6
4107056242,6
8767715591,6
2488346268,6
3016355928,6
4123872833,6
7736450570,6
7712134433,6
5513748836,6
9294828541,6
8472006907,6
8727025274,6
3025062563,6
8474496145,6
6619467072,6
9285040438,6
7144522811,6
8777708125,6
2066037660,6
8335380585,6
8009648988,6
2623189513,6
7184751000,6
2407133466,6
3322678871,6
2513542738,6
3163200293,6
2408158638,6
2252434776,6
7704828346,6
5189808149,6
2623189840,6
2252574009,6
8885310981,6
2136522192,6
6265504098,6
7162729413,6
4437479693,6
8773824357,6
8337351894,6
4078547180,6
2089987982,6
4153906988,6
7324104041,6
8155544160,6
7712135511,6
2029649158,6
4072142011,6
7144522956,6
2762873308,6
6092465924,6
5105371629,6
6303268476,6
9495577196,6
8667963185,6
3376282402,6
9523731967,6
5752356332,6
7712135151,6
8446297805,6
8644818289,6
8553308653,6
8773661121,6
2173881838,6
2192826815,6
2408409817,6
2192826811,6
2567980223,6
6109841341,6
8624162717,6
8332280751,6
7754901585,6
7542586353,6
7209956443,6
5623644316,6
2014293609,6
4013559019,6
9082905611,6
2316405138,6
5014030466,6
7144522824,6
7087783375,6
3106677528,6
5057887348,6
2146191678,6
9412839261,6
8669931886,6
8003412145,6
7144522675,6
8337063433,6
2233299418,6
2762566189,6
9594009228,6
2177072094,5
8003135169,5
2139334160,5
2192826539,5
8774428801,5
5406190832,5
6094555751,5
4103140905,5
8446419462,5
7253440170,5
7209934158,5
7073611050,5
8882128547,5
2564549428,5
3123804079,5
2762185944,5
9362511976,5
9132242053,5
7344434018,5
4013559031,5
8655006685,5
9496864829,5
4704924884,5
2342535686,5
3465370649,5
5649995735,5
2408409824,5
5614218085,5
5619600183,5
8339504389,5
9138791789,5
4125508737,5
7373251813,5
2312774728,5
4752673830,5
8333440656,5
6362626285,5
8474496409,5
4704925447,5
8008879441,5
5622075868,5
7144522831,5
4046250760,5
8339750300,5
7152272999,5
4752164740,5
4108731656,5
5405460397,5
8604704198,5
8182306095,5
9168664728,5
8474496133,5
2565968152,5
7712095634,5
8018905367,5
8474496185,5
3195191094,5
6093575955,5
4044580035,5
3179968587,5
2172610861,5
2534009361,5
4243008150,5
6062509711,5
9496864868,5
6822430147,5
4013589007,5
2192826066,5
9173910040,5
2565215031,5
8449801996,5
2028500379,5
8777063467,5
4587579650,5
9515083744,5
2766811560,5
2232796409,5
2283000698,5
2252349397,5
4342185705,5
4072357443,5
7712135655,5
3368152895,5
5086914646,5
9515690183,5
9802614395,5
9515690971,5
8334012052,5
2092069865,5
8143579920,5
5619629748,5
8553066938,5
2282958703,5
3162189858,5
3326998970,5
4108816775,5
5513772469,5
3014095723,5
2393787108,5
5172084740,5
6302072035,5
8007879437,5
2402248959,5
8669507780,5
3479218950,5
3465538070,5
8138811700,5
2312510764,5
4752673848,5
7752581893,5
5044149491,5
4752222668,5
3035698194,5
3108650465,5
4104891561,5
7472663011,5
4702023166,5
7372701017,5
2013225889,5
3155444216,5
4805089830,5
8442792537,5
4013559954,5
7328239182,5
6208789331,5
3014799919,5
7312003990,5
2342362754,5
8552830116,5
8179283260,5
2342535598,5
6084017154,5
3802286731,5
4342689278,5
8328648248,5
7162038617,5
2402205351,5
2394675935,5
3017158220,5
4048910218,5
7194679981,5
9782001188,5
8776045217,5
2763234782,5
3125889574,5
2312510867,5
2254506528,5
6505170493,5
5086914714,5
6155709428,5
9546014498,5
8666098026,5
4342185733,5
8338683374,5
2019089388,5
2136437457,5
2764210478,5
3053066840,5
2094271952,5
9172039373,5
8623963683,5
7022761189,5
7148313093,5
6174043210,5
8444290853,5
5625455566,5
8883570093,5
7084123813,5
6612794130,5
2394662020,5
8287438357,5
3204465411,5
2014735371,5
7606369856,5
3013211623,5
5713932577,5
8003347724,5
6313439166,5
3234215201,5
9496864955,5
6509102773,5
8003367109,5
4044580892,5
9724272891,5
5746355273,5
6513860394,5
5632941759,5
2254502586,5
6147081851,5
9286288086,5
8323210396,5
8557682324,5
4587579655,5
3204258562,5
2253989326,5
4072357393,5
2312511685,5
7148444240,5
5306005319,5
5045886111,5
4694804742,5
2342535613,5
8882128549,5
9713516471,5
6693105680,5
8322529960,5
9786220610,5
7249522165,5
6612497129,5
3239222436,5
5205906390,5
3233171021,5
4108472021,5
8643348045,5
8009432189,5
9174600131,5
5172084728,5
2242289493,5
3025494658,5
9095437723,5
3233726952,5
4053327442,5
9792823454,5
2818985995,5
7207916587,5
4259529477,5
3474180012,5
9708411360,5
2396634959,5
7714446276,5
3196660229,5
3464639503,5
8638421828,5
7312575141,5
8573651173,5
2312652769,5
2254704722,5
2253200220,5
8334012943,5
6064424466,5
7144522656,5
5094470551,5
5752318790,5
7144522756,5
4013559059,5
9515691042,5
4696587009,5
2029807629,5
4013828385,5
3044083247,5
3132142603,5
8723120414,5
3136853176,5
4422245210,5
8003359251,5
3345698952,5
3155666832,5
9252316031,5
7072472248,5
9853146227,5
7712097190,5
8885678688,5
5802024541,5
5614636594,5
8558437208,5
5745645415,5
7632198086,5
9084285594,5
8882128551,5
5853763842,5
6175467068,5
2394740634,5
7438679149,5
5513679913,5
2549665992,5
3527744174,5
2254483788,5
3393292396,5
2259258407,5
4078901326,5
7712234740,5
3322877362,5
4072784861,5
6469148634,5
6512125644,5
7712097048,5
4704926926,5
6032934602,5
3393302043,5
8004838314,5
7578403060,5
2312511146,5
2254140561,5
8333163276,5
5056054458,5
4054618373,5
4752154730,5
7276064522,5
2013732747,5
5732551127,5
2164935987,5
2402187917,5
2137825968,5
4452077224,5
3024020515,5
5513678595,5
8338360089,5
4437479682,5
6072506767,5
4792273047,5
4158869802,5
8056377456,5
2162885841,5
3392049040,5
8474495716,5
8476494398,5
9092452179,5
2252186343,5
2565623071,5
2232371568,5
9166440218,5
5513453069,5
2037569714,5
7204435833,5
3305259483,5
9285692408,5
2312511490,5
2162609448,5
8723428103,5
5086914640,5
3322441506,5
8885416677,5
9714720003,5
6194678335,5
3142746719,5
4704929020,5
5042178482,5
4105938178,5
2164937015,5
7144522693,5
6165777576,5
8437021998,5
6615961504,5
5623122391,5
6604540679,5
7542859959,5
2233129630,5
2533212916,5
7034540563,5
3018516105,5
7864744997,5
9104668368,5
4108745009,5
3073015413,5
4012590524,5
4704924612,5
2062104299,5
2094425428,5
2254140517,5
4402941558,5
8504003690,5
8474496236,5
2543328969,5
5044149449,5
2394564472,5
2342363505,5
5744988073,5
5014032176,5
8448738177,5
8888430014,5
2408409812,5
2164344837,5
4752430065,5
7278430980,5
2015716284,5
8443812871,5
9106369696,5
5165730321,5
2252096243,5
2065022295,5
8666862504,5
2676271705,5
5619182682,5
6505478879,5
2675238594,5
4704923265,5
3082086163,5
5612888072,5
3235451554,5
2763058619,5
7144522955,5
3163940499,5
4405774635,5
8557876733,5
2053952590,5
5034832580,5
8885263516,5
2392997917,5
7732002081,5
7714442218,5
8003519596,5
2092447510,5
2102010990,5
5055727763,5
9522136095,5
4704923303,5
2763058475,5
3143148950,5
2482662069,5
7142762888,5
2096574348,5
5409449452,5
8335850144,5
4055910329,5
2252096472,5
2342362797,5
8887348331,5
4808643002,5
2092447100,5
2252096064,5
8578109849,5
6094555757,5
5182528413,5
8482279163,5
6505823861,5
4704921515,5
2312510735,5
8007506343,5
2252096103,5
7198729680,5
8595594907,5
8009666546,5
2342535626,5
4437479681,5
4172073029,5
2254782094,5
5153354948,5
6176754444,5
7144522809,5
7372868843,5
2192826631,5
2172610825,5
4029357733,5
4704924069,5
2028685207,5
8885491082,5
4172177026,5
8447089316,5
2623189712,5
8662161905,5
5513453093,5
2342535622,5
7144648767,5
2075030445,5
2233129522,5
5172084672,5
5034986548,5
9084307585,5
5161555237,5
8283830287,5
8474078037,5
2164934757,5
2312511166,5
2079623062,5
3852848004,5
2342363549,5
5186013645,5
8663566140,5
2233299416,5
4108621295,5
2402187918,5
6053099120,5
2563640083,5
3126861585,5
5172084683,5
2563460991,5
8443358277,5
5203864266,5
8324454777,5
6099201168,5
2342535904,5
8645893208,5
5172084688,5
9802941006,5
2312511441,5
2312774708,5
7022761178,5
2762268161,5
4752431316,5
9282222420,5
8582257702,5
3162352310,5
5169899413,5
3016733918,5
2562420437,5
7712234742,5
2602266638,5
8552374938,5
3465538282,5
4077942608,5
8008600644,5
7402180796,5
6107095847,5
8302060239,5
8667848454,5
8182088373,5
8779100501,5
9496864894,5
6234627106,5
3155022998,5
5513093589,5
8018773371,5
8054579147,5
8312702855,5
2097967519,5
2252486911,5
7543102521,5
2678601310,5
6195981148,5
3102218791,5
8337063168,5
8132620025,5
4194053084,5
7326271018,5
6099738046,5
2623189519,5
7244029039,5
3162189857,5
7084332543,5
7712404935,5
3023433475,5
7609912080,5
8474496583,5
2078439231,5
5023585631,5
2069441866,5
2817179100,5
4752164208,5
8474495475,5
2092447652,4
7712135050,4
5512022916,4
2096574351,4
8472006846,4
2066038092,4
8018204331,4
2029649164,4
4422040512,4
6313074873,4
4013295620,4
6028357488,4
8884388870,4
5708311296,4
5172084721,4
4752154792,4
7143160898,4
3802241299,4
3527181912,4
3163200412,4
2194133475,4
5403401370,4
7144522960,4
3326998966,4
2192826813,4
2546384115,4
2254482991,4
2192826053,4
8006501776,4
5024232525,4
8123070119,4
4752673802,4
2762420168,4
2027689657,4
3322877688,4
8336570592,4
9287678318,4
8175668871,4
8338497148,4
7167450015,4
3366098060,4
8474495550,4
9402234510,4
8002972365,4
4405774278,4
2085814447,4
5172084678,4
6156826886,4
2312511161,4
9496864889,4
6093631321,4
4752392113,4
6784141231,4
9106319656,4
2392997424,4
2693904573,4
7147939868,4
2202268832,4
7034680398,4
2623189719,4
6099913058,4
2312519095,4
7862548196,4
9094420329,4
8472016084,4
2527030016,4
4254583090,4
8663488354,4
8003979349,4
7144522595,4
3479218934,4
2254812889,4
8888996650,4
2533212829,4
5513772561,4
5044149377,4
3203648279,4
8188640071,4
6092413610,4
3016351065,4
9512216539,4
4108444530,4
8475312551,4
7712097083,4
4405774679,4
2565968921,4
8577585203,4
6408886293,4
4402941556,4
8452374470,4
5613399388,4
9802738391,4
8778305634,4
5714557263,4
8772720608,4
5185131752,4
3148910321,4
5103921275,4
2192826082,4
6024456107,4
2074920426,4
4422871559,4
3608420383,4
9095604228,4
8003376884,4
2019089387,4
5513679804,4
5625455559,4
4233324600,4
2536764690,4
2257575675,4
7712135572,4
3122421049,4
8003171427,4
2057781332,4
4179529425,4
2146191682,4
2312519097,4
2542755317,4
7693339243,4
6053071918,4
7712133636,4
7692309217,4
4244559937,4
2015237855,4
8056025122,4
6028584535,4
8446717548,4
2526930645,4
4422245220,4
8449030297,4
8337051331,4
2626485699,4
7707017095,4
2312249057,4
8776930959,4
3465909234,4
2253275178,4
9403480185,4
7073006737,4
7083200259,4
7018292573,4
8594742218,4
9496864964,4
8594741573,4
4433521549,4
6179901258,4
2069704459,4
9493937966,4
3196001708,4
3155627218,4
7323529691,4
2192826735,4
2066353271,4
9712894671,4
7072896475,4
6209536962,4
2314314841,4
8883197455,4
2405125023,4
9513963498,4
2128466389,4
5856488929,4
2312511720,4
8668265002,4
5715829003,4
2534009388,4
9182792721,4
6364341495,4
9515691593,4
8009476229,4
4693992273,4
8665840652,4
8003170023,4
2254953645,4
2296822860,4
3603029976,4
3373868042,4
8887218635,4
2792432709,4
3309913111,4
8884005724,4
4585003389,4
9373659246,4
5714186288,4
5103922619,4
7712097094,4
2534009787,4
2762420172,4
7712329581,4
7144522548,4
3132431367,4
2623189845,4
8558590047,4
8554391038,4
2096574255,4
3372654277,4
6468149257,4
2482605569,4
7069437026,4
7065350532,4
7086838750,4
2534009718,4
8472006646,4
2342362588,4
7069034214,4
8669351160,4
5513503453,4
7062255929,4
4048915284,4
4752673801,4
8666103687,4
8882128548,4
2097348833,4
5626207990,4
2487822026,4
6788804749,4
7042755213,4
8389100891,4
8023089856,4
3152792793,4
6316468547,4
8002721514,4
5019517802,4
8559796599,4
3309913103,4
8889346489,4
2762574609,4
3309913028,4
5733097382,4
3852931365,4
4809435894,4
2402249068,4
9498301575,4
8445666562,4
4704927433,4
8474495619,4
2135288852,4
2254358192,4
2394677601,4
5169009125,4
8643107921,4
8556700084,4
6465063743,4
7042753040,4
7144522803,4
6025603936,4
9499784910,4
2312511467,4
3196660674,4
4065746506,4
3463192222,4
8885317284,4
6028370015,4
2254968765,4
7712135566,4
4126047641,4
5092109462,4
8643015844,4
8884971913,4
7578442612,4
8133245750,4
9373475093,4
3015601432,4
2394740689,4
2526930872,4
2233129525,4
6018045716,4
9153382252,4
4026250944,4
8883243727,4
3016733195,4
8885317002,4
2126922842,4
4704924173,4
2172831098,4
8333553124,4
9497315015,4
8665316313,4
2192826730,4
4013559261,4
8727577806,4
2057401156,4
8003089532,4
6198030335,4
2256778902,4
9498734519,4
5673271019,4
4805089397,4
6208789136,4
2256446422,4
8474496274,4
5172102172,4
2233129485,4
3163200942,4
2392910709,4
5085656805,4
8666065186,4
7144522546,4
7079089225,4
6104729965,4
7144522621,4
4122679173,4
8058341316,4
8554392953,4
8338762476,4
5042178174,4
8023371224,4
5125804137,4
6513645150,4
7345088482,4
8137680563,4
4013559093,4
6154614071,4
2192826804,4
6316821641,4
5054615461,4
2242528655,4
8608395611,4
4302102287,4
8882206801,4
7707763286,4
8003913000,4
3158371329,4
3025586175,4
4422080995,4
5172084724,4
8084375829,4
3033385712,4
9126213309,4
5086830968,4
6052022616,4
8662916365,4
6892832805,4
8182302052,4
4752673902,4
2172831143,4
7866736603,4
9193412248,4
8133589605,4
3059077045,4
9377973695,4
9796587561,4
7609944011,4
6149821133,4
2526930907,4
9012030586,4
2029575600,4
8554392928,4
5126169180,4
6099069057,4
4014172751,4
8475843071,4
2547095257,4
9433339994,4
7065352567,4
3464808510,4
5703086037,4
5205024060,4
2164807648,4
5138124750,4
7164156470,4
7712096840,4
9515691278,4
7076350478,4
8669145806,4
3102562825,4
9713516421,4
2029320017,4
4104891459,4
9724402209,4
5512030795,4
3142746009,4
4122862972,4
9515023505,4
2233129501,4
8552245048,4
5618805922,4
2296479262,4
8332280681,4
3322416257,4
7144522517,4
8883834223,4
4244490569,4
8013655601,4
2532378947,4
9724400991,4
2252096012,4
4752673906,4
5704649868,4
8608706370,4
4132642684,4
5709806685,4
3153162850,4
5034387412,4
9724401040,4
9842531419,4
4134324025,4
5707763437,4
5182019226,4
2526930994,4
2016925721,4
7133932624,4
2159674400,4
6147582325,4
4805088182,4
6313182437,4
4154131348,4
4705239147,4
5209095239,4
7792469124,4
4046899496,4
5802464707,4
9513570786,4
2142144374,4
3525748199,4
8653910327,4
7712186749,4
5406170432,4
9862052867,4
2623189704,4
8002903079,4
7073553438,4
7708728208,4
3232504265,4
6142347400,4
9729453432,4
2072045194,4
4752673831,4
2832015523,4
5312046422,4
5627355049,4
2252434795,4
8882137993,4
8143109734,4
8023022904,4
2233299478,4
8154433545,4
7542980540,4
9168001098,4
3053904054,4
5172084725,4
7712097256,4
3522960602,4
2027803642,4
7144522660,4
2312511710,4
7039528592,4
2257575888,4
2312511709,4
8475312552,4
7712404940,4
7179149754,4
7195932030,4
8772111983,4
6024788152,4
8326197939,4
5162023619,4
3479807032,4
9096572331,4
9545160484,4
2312511155,4
3106677534,4
8335742273,4
2162829144,4
3864785240,4
8009272291,4
4808643003,4
3024020518,4
8442071027,4
9125172449,4
3058451559,4
2162900817,4
8475312550,4
4433521545,4
3142746102,4
3464808313,4
5513772471,4
2167100048,4
3855959384,4
3034179121,4
3304341185,4
4086104900,4
2406366506,4
8668418679,4
8595540097,4
2312774738,4
6097401972,4
3019799346,4
9132434398,4
8554197365,4
8853315815,4
8022000948,4
9095871667,4
9132436533,4
4108265467,4
4053282420,4
2097299916,4
7204735363,4
9014261541,4
5056054449,4
9198834567,4
2313248605,4
5406170437,4
9892711983,4
8778235399,4
4437479680,4
9733290258,4
8335276831,4
2623189537,4
8332966910,4
7632724398,4
2312218629,4
4422245221,4
5704328380,4
4193799861,4
8774085379,4
9804313571,4
7312136623,4
9133422822,4
7869362365,4
5802038936,4
9402962687,4
8662540497,4
2624653851,4
5512983812,4
3605675009,4
